name,spec,price,link
Charming holiday cottage in Midi Pyrenees - ML004558,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£270 to £720 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/ML004558/index.htm
Stunning rural house and pool to let Exoudun - PS006179,"Bedrooms 5, Sleeps 12, Ratings 3 9.8/10",£2500 to £3200 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS006179/index.htm
Holiday apartment with 2 pools in Herault - RH007465,"Bedrooms 3, Sleeps 6",£805 to £1470 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH007465/index.htm
"Gite with pool, tranquil location nr Bergerac - AT005159","Bedrooms 3, Sleeps 6, Ratings 1 10/10",£1050 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005159/index.htm
Detached farmhouse for holiday let Mayenne - LM003502,"Bedrooms 2, Sleeps 5",£600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM003502/index.htm
Self catering farmhouse and pool Brittany - BF000872_A,"Bedrooms 12, Sleeps 26",£419 to £1575 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF000872_A/index.htm
"Stunning gite to let, private pool, Aquitaine - AP007494","Bedrooms 2, Sleeps 4",£450 to £690 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AP007494/index.htm
Brittany cottage with garden and heated pool - BN002849,"Bedrooms 3, Sleeps 5",£650 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN002849/index.htm
"Farmhouse to let, pool, nr beaches, Languedoc - RA005719","Bedrooms 4, Sleeps 8, Ratings 1 9.7/10",£1450 to £1895 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA005719/index.htm
Mobile home on lovely site in the Vendee - LV006675,"Bedrooms 3, Sleeps 6, Ratings 1 9/10",£650 to £900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV006675/index.htm
Holiday gite in Normandy near St Mere Eglise - NM006337,"Bedrooms 1, Sleeps 4, Ratings 2 10/10",£365 to £450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006337/index.htm
"Farmhouse to let, pool, nr beaches, Languedoc - RA005719","Bedrooms 4, Sleeps 8, Ratings 1 9.7/10",£1450 to £1895 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA005719/index.htm
"Stunning sea view house to let, Brittany - BM007321","Bedrooms 4, Sleeps 8",£830 to £1810 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007321/index.htm
"Lovely Renovated Barn to let, Sauze-Vaussais - PS005597","Bedrooms 2, Sleeps 4",£770 to £1015 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS005597/index.htm
Holiday let in Perigord near Bergerac - AD004782,"Bedrooms 2, Sleeps 5, Ratings 5 9.8/10",£475 to £1100 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004782/index.htm
Picturesque gite to let in Deux Sevres - PS005440,"Bedrooms 3, Sleeps 8, Ratings 3 9.5/10",£1300 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS005440/index.htm
Holiday cottage with pool near Condom - MG005502,"Bedrooms 4, Sleeps 6, Ratings 5 9.3/10",£750 to £1200 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG005502/index.htm
Holiday gites with pool for rental Dordogne - AD000161_H,"Bedrooms 3, Sleeps 6",£450 to £990 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD000161_H/index.htm
Cosy rural Normandy cottage ideal for couples - NO005355,"Bedrooms 1, Sleeps 2",£650 to £795 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO005355/index.htm
Le Noyer holiday gite for rental in Brittany - BI002570_A,"Bedrooms 7, Sleeps 16",€580 to €1090 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI002570_A/index.htm
Coastal holiday let nr Caen & Cherbourg - NC004833,"Bedrooms 2, Sleeps 4, Ratings 6 10/10",£490 to £770 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC004833/index.htm
"Lovely gite with shared pool to let, Adriers - PV005667","Bedrooms 2, Sleeps 4, Ratings 1 10/10",£546 to £735 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV005667/index.htm
Holiday gite for 6 in Normandy village - NM006363,"Bedrooms 3, Sleeps 6",£385 to £500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006363/index.htm
Converted Farmhouse to let in Saint Savinien - PM007487,"Bedrooms 3, Sleeps 8",£630 to £1505 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM007487/index.htm
Open plan gite to let in Charente Maritime - PM006648_A,"Bedrooms 3, Sleeps 6",£330 to £1195 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM006648_A/index.htm
Holiday gite for rental in Brittany - BN000450_B,"Bedrooms 3, Sleeps 6",£520 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN000450_B/index.htm
Vacation home to rent near Chevanceaux - PM000771,"Bedrooms 1, Sleeps 2",€375 to €475 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM000771/index.htm
Pretty Gite with shared pool near Riberac - PC004846_A,"Bedrooms 5, Sleeps 10, Ratings 3 9.8/10",£800 to £1560 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC004846_A/index.htm
Spacious holiday villa near the Cote D'Azur - CV007032,"Bedrooms 4, Sleeps 8, Ratings 2 9.8/10",£1250 to £1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/CV007032/index.htm
Holiday cottages to let in Normandy - NO007230,"Bedrooms 1, Sleeps 2",£399 to £536 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO007230/index.htm
"Villa to let, private pool in rural Aquitaine - AT006779","Bedrooms 4, Sleeps 6",€1650 to €1895 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006779/index.htm
Lakeside Cottage to let in the Western Loire - LM007216,"Bedrooms 2, Sleeps 4",£520 to £550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM007216/index.htm
Cottage to let in Brittany - BM004606,"Bedrooms 2, Sleeps 4, Ratings 1 8.2/10",£320 to £395 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM004606/index.htm
Holiday Villa with pool to let Gers - MG003794,"Bedrooms 5, Sleeps 12, Ratings 4 10/10",£1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG003794/index.htm
Gite to rent for Vienne holiday Montmorillon - PV002079_B,"Bedrooms 3, Sleeps 6",£250 to £450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV002079_B/index.htm
Gite to let with private pool in the Dordogne - AD007083,"Bedrooms 3, Sleeps 6",£550 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007083/index.htm
Cosy barn conversion to let in rural Normandy - NM006167,"Bedrooms 2, Sleeps 3, Ratings 2 9.6/10",£385 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006167/index.htm
Holiday gite with pool in Dordogne - AD004726,"Bedrooms 6, Sleeps 11, Ratings 2 10/10",£1700 to £2900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004726/index.htm
"Holiday cottage with private pool, Aquitaine - AD007428","Bedrooms 3, Sleeps 6",£1200 to £1695 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007428/index.htm
"Large holiday let with pool, rural Aquitaine - AG005987","Bedrooms 7, Sleeps 14",£1995 to £4895 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AG005987/index.htm
Holiday gite to let in Brittany - BN002919_C,"Bedrooms 3, Sleeps 6, Ratings 3 8.3/10",€585 to €1210 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN002919_C/index.htm
1 bedroom gite to let in rural Dordogne - AD005990,"Bedrooms 1, Sleeps 2",£300 to £680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005990/index.htm
Holiday cottage for 4 in Ariege - MA005275,"Bedrooms 2, Sleeps 4",£350 to £800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MA005275/index.htm
Large holiday let with pool in rural Dordogne - AD005715,"Bedrooms 4, Sleeps 8, Ratings 8 9.7/10",£1400 to £2200 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005715/index.htm
Family friendly holiday let in Vibrac - PM005491,"Bedrooms 2, Sleeps 5",£415 to £960 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM005491/index.htm
Detached house to rent in Brittany - BF003262,"Bedrooms 2, Sleeps 4, Ratings 3 9.8/10",£460 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF003262/index.htm
"Gite to let, 23ft heated pool, Midi Pyrenees - MN004257","Bedrooms 3, Sleeps 6, Ratings 1 10/10",£500 to £1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MN004257/index.htm
"Holiday rental, sandy beach 120m, Brittany - BM007364_B","Bedrooms 1, Sleeps 3",£440 to £500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007364_B/index.htm
Beautiful villa to let with pool in Nalliers - LV007648,"Bedrooms 4, Sleeps 8",£2940 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV007648/index.htm
Farmhouse in peaceful location in Brittany - BI004200,"Bedrooms 2, Sleeps 6",£575 to £595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI004200/index.htm
Rural cottage to let in Vern d'Anjou - LL001494,"Bedrooms 2, Sleeps 4, Ratings 19 9.7/10",£495 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL001494/index.htm
Holiday cottage in Brittany - BM007540,"Bedrooms 2, Sleeps 5, Ratings 1 9.2/10",£350 to £450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007540/index.htm
"Holiday gite in Baud, Brittany - BM005823_A","Bedrooms 4, Sleeps 8, Ratings 7 9.9/10",£1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005823_A/index.htm
Secluded holiday villa with pool at Caylus - MN005002,"Bedrooms 4, Sleeps 10, Ratings 1 10/10",£795 to £2495 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MN005002/index.htm
Child-friendly gite with pool near Ruffec - PC004338,"Bedrooms 2, Sleeps 5, Ratings 2 10/10",£650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC004338/index.htm
"Delightful Chateau & pool to let, Aquitaine - AT007338","Bedrooms 13, Sleeps 27",£3425 to £5825 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT007338/index.htm
"Holiday cottage, heated pool, in Brittany - BM007108","Bedrooms 4, Sleeps 8",£995 to £1805 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007108/index.htm
Fully Equipped Holiday gite for 2 in Dordogne - AD007050,"Bedrooms 1, Sleeps 2",£529 to £925 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007050/index.htm
Holiday cottage rental nr Quistinic Brittany - BM007372,"Bedrooms 4, Sleeps 8",£725 to £1610 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007372/index.htm
"Normandy Holiday Cottage Rental, Le Teilleul - NM007713","Bedrooms 3, Sleeps 9",£450 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM007713/index.htm
Holiday gite to let close to Sarlat - AD003614,"Bedrooms 4, Sleeps 8, Ratings 2 10/10",£695 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003614/index.htm
Gite complex for up to 20 in Deux Sevres - PS006973,"Bedrooms 10, Sleeps 20",£4200 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS006973/index.htm
